"grid","year","effort","catch.kg","depth","slope","swept.area.km2","grid.area.km2"
"630",2000,1,0,251.62,0.271,0.5906028,561.599161345108
"632",2000,1,0,260.176,0.369,0.560796712,561.599161345108
"636",2000,1,0,347.92,0.176,0.694188864,561.599161345108
"636",2000,1,0,325.26,0.014,0.65387638,561.599161345108
"636",2000,1,0,331.511,0.124,0.4618888,561.599161345108
"644",2000,1,0,449.584,0.16,0.650052,561.599161345108
"646",2000,1,0,437.106,0.123,0.6544968,561.599161345108
"647",2000,1,0,338.786,0.114,0.647274,561.599161345108
"648",2000,1,0,391.194,0.031,0.663334544,561.599161345108
"649",2000,1,0,337.895,0.027,0.641627252,561.599161345108
"649",2000,1,0,358.492,0.326,0.6328284,561.599161345108
"649",2000,1,0,367.008,0.167,0.64234768,561.599161345108
"651",2000,1,0,324.743,-0.003,0.6256056,561.599161345108
"651",2000,1,0,282.69,0.137,0.6228276,561.599161345108
"652",2000,1,0,292.789,0.217,0.59089912,561.599161345108
"653",2000,1,0,250.786,0,0.5556,561.599161345108
"659",2000,1,0,272.749,1.289,0.618282792,561.599161345108
"687",2000,1,0,288.715,0.112,0.599818352,563.886205296326
"687",2000,1,0,369.206,0.55,0.6467184,563.886205296326
"689",2000,1,0,360.616,0,0.66726634,563.886205296326
"692",2000,1,0,317.924,0.407,0.6589416,563.886205296326
"694",2000,1,0,250.882,0.141,0.556337096,563.886205296326
"694",2000,1,0,259.642,0.109,0.561156,563.886205296326
"695",2000,1,0,318.672,0.168,0.62992076,563.886205296326
"696",2000,1,0,343.368,-0.003,0.425856288,563.886205296326
"697",2000,1,0,326.544,0.087,0.6300504,563.886205296326
"698",2000,1,0,346.112,0.255,0.637167636,563.886205296326
"702",2000,1,0,419.797,0.28,0.6406068,563.886205296326
"702",2000,1,0,437.471,0.13,0.668927584,563.886205296326
"703",2000,1,0,439.492,0.109,0.647274,563.886205296326
"704",2000,1,0,502.144,0.117,0.665051348,563.886205296326
"704",2000,1,0,461.159,0.149,0.677832,563.886205296326
"704",2000,1,0,517.146,0.127,0.6446812,563.886205296326
"706",2000,1,0,450.172,0.198,0.6672756,563.886205296326
"706",2000,1,2.7,531.783,0.061,0.683469488,563.886205296326
"710",2000,1,0,433.726,0.249,0.662810428,563.886205296326
"711",2000,1,0,492.944,0.61,0.712768128,563.886205296326
"711",2000,1,0,477.74,0.38,0.426723024,563.886205296326
"711",2000,1,0,435.959,-0.009,0.62755946,563.886205296326
"712",2000,1,0,445.23,0.386,0.6733872,563.886205296326
"713",2000,1,0,337.289,0.16,0.5922696,563.886205296326
"716",2000,1,0,334.099,0.601,0.62992076,563.886205296326
"716",2000,1,0,215.164,1.245,0.61116,563.886205296326
"718",2000,1,0,301.935,0.563,0.6744984,563.886205296326
"718",2000,1,0,445.56,0.511,0.67451692,563.886205296326
"721",2000,1,0,499.555,0.243,0.659019384,563.886205296326
"726",2000,1,133,795.016,0.162,0.622322004,563.886205296326
"745",2000,1,352.8,669.268,1.231,0.642742156,566.162263486694
"747",2000,1,1.2,494.96,0.443,0.642901428,566.162263486694
"748",2000,1,0,467.532,0.368,0.633576608,566.162263486694
"749",2000,1,0,439.436,0.865,0.480497696,566.162263486694
"749",2000,1,0,485.752,0.804,0.636162,566.162263486694
"752",2000,1,0,411.826,0.544,0.6911664,566.162263486694
"752",2000,1,0,418.076,0.243,0.641793932,566.162263486694
"753",2000,1,0,306.999,0.263,0.670614756,566.162263486694
"754",2000,1,0,452.378,0.801,0.62925404,566.162263486694
"758",2000,1,0,395.001,0,0.663334544,566.162263486694
"759",2000,1,0,587.33,2.147,0.6900552,566.162263486694
"759",2000,1,0,468.392,1.128,0.70839,566.162263486694
"761",2000,1,0,441.389,0.325,0.64664432,566.162263486694
"762",2000,1,2.3,632.212,1.377,0.69633348,566.162263486694
"762",2000,1,0,452.287,0.282,0.649911248,566.162263486694
"763",2000,1,0,519.833,0.309,0.72628032,566.162263486694
"763",2000,1,0,656.224,1.078,0.6967224,566.162263486694
"768",2000,1,25.3,612.673,0.119,0.701274616,566.162263486694
"768",2000,1,0,540.84,0.097,0.684432528,566.162263486694
"771",2000,1,0,514.652,0.402,0.6800544,566.162263486694
"772",2000,1,2.7,529.284,0.142,0.660621364,566.162263486694
"773",2000,1,4.1,493.388,-0.001,0.6911664,566.162263486694
"774",2000,1,0,466.102,0.32,0.6433848,566.162263486694
"774",2000,1,25.9,508.744,0.257,0.653418936,566.162263486694
"774",2000,1,39,630.261,0.826,0.5894916,566.162263486694
"775",2000,1,0,451.524,0.323,0.626500116,566.162263486694
"776",2000,1,11.4,516.232,0.649,0.670264728,566.162263486694
"807",2000,1,190.3,745.48,1.413,0.5939364,568.427296617813
"812",2000,1,223,638.971,1.046,0.624903692,568.427296617813
"813",2000,1,57.2,518.996,0.709,0.6131972,568.427296617813
"813",2000,1,53.5,538.096,1.173,0.672283408,568.427296617813
"814",2000,1,90.5,725.683,1.582,0.661097328,568.427296617813
"351",2001,1,108,888.546,0.36,0.40636584,550.000548195953
"351",2001,1,60,982.537,5.985,0.27683696,550.000548195953
"371",2001,1,0,501.855,0.853,0.627828,552.341922687103
"378",2001,1,3.9,735.916,0.202,0.6411624,552.341922687103
"378",2001,1,0,796.465,1.178,0.6911664,552.341922687103
"410",2001,1,84.6,678.528,0.311,0.686780864,552.341922687103
"412",2001,1,8.8,540.304,2.554,0.661164,552.341922687103
"416",2001,1,20,1002.61,1.701,0.1670504,552.341922687103
"435",2001,1,0,435.426,0.52,0.7078344,554.67251167598
"435",2001,1,0,644.952,0.454,0.660023168,554.67251167598
"443",2001,1,0,426.837,4.089,0.5800464,554.67251167598
"460",2001,1,7.4,649.417,1.249,0.60964136,554.67251167598
"464",2001,1,0,498.692,0.781,0.6311616,554.67251167598
"466",2001,1,0,507.637,0.308,0.413879404,554.67251167598
"467",2001,1,5.3,565.442,0.334,0.6400512,554.67251167598
"467",2001,1,25,838.372,1.109,0.53028316,554.67251167598
"469",2001,1,0,475.504,0.213,0.6856104,554.67251167598
"497",2001,1,0,377.654,0.749,0.614312104,556.992274608704
"499",2001,1,24.2,585.473,0.136,0.650052,556.992274608704
"502",2001,1,0,478.616,0.238,0.6744984,556.992274608704
"503",2001,1,9.6,465.024,0.545,0.6489408,556.992274608704
"503",2001,1,5.2,494.175,0.411,0.6956112,556.992274608704
"503",2001,1,0,442.735,0.21,0.661164,556.992274608704
"505",2001,1,0,286.838,2.673,0.6178272,556.992274608704
"506",2001,1,0,450.247,0.431,0.627950232,556.992274608704
"507",2001,1,0,500.283,4.126,0.65779336,556.992274608704
"507",2001,1,0,502.62,0.206,0.639025192,556.992274608704
"514",2001,1,10.2,684.028,0.314,0.63894,556.992274608704
"524",2001,1,0,299.104,0.187,0.574790424,556.992274608704
"525",2001,1,0,289.457,0.343,0.577824,556.992274608704
"525",2001,1,0,315.704,0.264,0.599573888,556.992274608704
"530",2001,1,0,295.598,0.472,0.6672756,556.992274608704
"531",2001,1,0,273.828,0.701,0.64234768,556.992274608704
"559",2001,1,0,516.424,0.449,0.6767208,559.301171182358
"560",2001,1,9.9,526.184,0.07,0.6945,559.301171182358
"563",2001,1,0,410.504,0.19,0.6267168,559.301171182358
"563",2001,1,0,352.912,0.161,0.6733872,559.301171182358
"563",2001,1,0,352.912,0.161,0.6622752,559.301171182358
"563",2001,1,0,344.196,0.012,0.6711648,559.301171182358
"564",2001,1,0,382.373,0.197,0.6867216,559.301171182358
"564",2001,1,0,382.373,0.197,0.627828,559.301171182358
"564",2001,1,0,427.714,0.377,0.6789432,559.301171182358
"567",2001,1,0,434.897,0.294,0.6244944,559.301171182358
"568",2001,1,0,427.351,0.11,0.6411624,559.301171182358
"580",2001,1,0,473.146,0.31,0.4618888,559.301171182358
"580",2001,1,0,441.772,0.199,0.6200496,559.301171182358
"581",2001,1,0,447.006,0.111,0.4492952,559.301171182358
"583",2001,1,1.6,368.426,0.057,0.6744984,559.301171182358
"588",2001,1,0,317.699,0.271,0.650052,559.301171182358
"588",2001,1,0,306.739,0.115,0.634595208,559.301171182358
"592",2001,1,0,254.845,1.112,0.5867136,559.301171182358
"592",2001,1,0,266.068,0.559,0.617982768,559.301171182358
"592",2001,1,0,264.96,0,0.68566596,559.301171182358
"619",2001,1,79.4,620.26,0.384,0.66336788,561.599161345108
"621",2001,1,38.5,574.698,0.065,0.672287112,561.599161345108
"621",2001,1,0,445.05,0.392,0.666712592,561.599161345108
"622",2001,1,0,317.593,0.505,0.444755948,561.599161345108
"625",2001,1,0,238.896,0.592,0.6067152,561.599161345108
"628",2001,1,0,351.273,0.109,0.712423656,561.599161345108
"629",2001,1,0,373.809,0.162,0.701044968,561.599161345108
"634",2001,1,0,309.709,0.192,0.451888,561.599161345108
"643",2001,1,0,382.423,0,0.650052,561.599161345108
"644",2001,1,0,382.626,0.341,0.6767208,561.599161345108
"646",2001,1,0,412.344,0.036,0.6767208,561.599161345108
"647",2001,1,0,352.344,0.003,0.677832,561.599161345108
"649",2001,1,0,382.642,0.106,0.674465064,561.599161345108
"651",2001,1,0,288.408,0.118,0.6678312,561.599161345108
"653",2001,1,0,292.789,0.217,0.63201352,561.599161345108
"654",2001,1,0,229.994,0.054,0.39663358,561.599161345108
"659",2001,1,0,345.46,0.665,0.60762268,561.599161345108
"660",2001,1,0,493.743,0.414,0.644496,561.599161345108
"660",2001,1,0,436.564,0.525,0.6922776,561.599161345108
"664",2001,1,132.2,733.269,0.633,0.6933888,561.599161345108
"682",2001,1,112.6,562.913,0.189,0.6511632,563.886205296326
"683",2001,1,0,397.851,0.524,0.6767208,563.886205296326
"684",2001,1,0,275.66,0.557,0.5922696,563.886205296326
"688",2001,1,0,319.322,1.067,0.6633864,563.886205296326
"689",2001,1,0,371.749,0.127,0.649911248,563.886205296326
"690",2001,1,0,377.454,0.124,0.496995312,563.886205296326
"695",2001,1,0,289.025,0.012,0.643299608,563.886205296326
"698",2001,1,0,336.703,0.281,0.636610184,563.886205296326
"702",2001,1,0,441.783,0.182,0.6578304,563.886205296326
"708",2001,1,0,434.15,0,0.700056,563.886205296326
"709",2001,1,0,405.337,0,0.6578304,563.886205296326
"712",2001,1,0,411.089,0.383,0.6678312,563.886205296326
"717",2001,1,0,312.561,0.156,0.6022704,563.886205296326
"719",2001,1,0,478.21,0.472,0.658860112,563.886205296326
"719",2001,1,0,350.333,0.637,0.665597688,563.886205296326
"721",2001,1,21.5,572.409,0.416,0.67451692,563.886205296326
"723",2001,1,61.5,671.985,0.257,0.66336788,563.886205296326
"724",2001,1,255.9,751.767,0.53,0.6511632,563.886205296326
"743",2001,1,82.3,572.526,0.413,0.661164,566.162263486694
"744",2001,1,108.6,722.667,0.822,0.45674024,566.162263486694
"746",2001,1,0,252.143,0.855,0.554422128,566.162263486694
"748",2001,1,54.3,536.721,0.687,0.650052,566.162263486694
"748",2001,1,0,412.889,0.235,0.6767208,566.162263486694
"748",2001,1,82,627.004,0.802,0.651207648,566.162263486694
"749",2001,1,110.5,613.8,0.512,0.65342264,566.162263486694
"756",2001,1,0,341.528,0.016,0.453788152,566.162263486694
"757",2001,1,0,420.187,0.377,0.694585192,566.162263486694
"767",2001,1,0,562.174,0.225,0.681206344,566.162263486694
"770",2001,1,5.6,513.739,0.113,0.7045008,566.162263486694
"771",2001,1,9.6,573.292,0.091,0.692185,566.162263486694
"772",2001,1,12.7,602.979,0.461,0.6967224,566.162263486694
"773",2001,1,0,544.327,0.203,0.6756096,566.162263486694
"776",2001,1,124.9,713.016,0.738,0.6589416,566.162263486694
"776",2001,1,10.8,502.958,0.446,0.669499852,566.162263486694
"777",2001,1,33.3,553.596,0.409,0.6800544,566.162263486694
"837",2001,1,77.3,772.002,1.139,0.6467184,568.427296617813
"254",2002,1,0,1013.11,1.286,0.11600928,547.648429007217
"254",2002,1,0,1002.45,4.279,0.11800944,547.648429007217
"255",2002,1,0,964.339,0.114,0.14951196,547.648429007217
"311",2002,1,0,954.608,-0.009,0.122232,550.000548195953
"311",2002,1,0,1094.4,2.881,0.10053582,550.000548195953
"311",2002,1,0,1005.98,2.991,0.14728956,550.000548195953
"312",2002,1,0,959.2,4.977,0.18395916,550.000548195953
"312",2002,1,0,891.326,1.124,0.16470762,550.000548195953
"312",2002,1,0,1001.59,0.733,0.24061184,550.000548195953
"312",2002,1,0,1001.59,0.733,0.17369908,550.000548195953
"312",2002,1,0,957.982,1.977,0.19449704,550.000548195953
"313",2002,1,0,960.381,3.861,0.0693574,550.000548195953
"313",2002,1,0,1000.28,0.521,0.23618556,550.000548195953
"318",2002,1,0,699.381,13.154,0.0463,550.000548195953
"318",2002,1,0,699.381,13.154,0.10578624,550.000548195953
"372",2002,1,0,512.13,0.51,0.5978256,552.341922687103
"372",2002,1,0,512.13,0.51,0.6089376,552.341922687103
"373",2002,1,2.5,740.323,1.316,0.63549528,552.341922687103
"373",2002,1,0,705.224,0.302,0.20762772,552.341922687103
"377",2002,1,0,793.191,0.111,0.6100488,552.341922687103
"381",2002,1,0,712.443,0.513,0.6128268,552.341922687103
"411",2002,1,0,416.951,0.848,0.6744984,552.341922687103
"435",2002,1,0,499.534,0.858,0.622673884,554.67251167598
"437",2002,1,0,672.311,0.229,0.1466784,554.67251167598
"437",2002,1,4.6,720.091,0.39,0.2098316,554.67251167598
"445",2002,1,0,399.228,1.327,0.5029569,554.67251167598
"466",2002,1,88.2,752.22,0.861,0.680306272,554.67251167598
"469",2002,1,0,451.158,0.173,0.698487356,554.67251167598
"469",2002,1,0,451.158,0.173,0.694285168,554.67251167598
"497",2002,1,0,503.981,0.45,0.6017148,556.992274608704
"498",2002,1,0,498.922,0.048,0.5911584,556.992274608704
"498",2002,1,0,592.071,0.307,0.6144936,556.992274608704
"500",2002,1,2.7,505.98,0.238,0.6144936,556.992274608704
"500",2002,1,0,510.872,0.122,0.6622752,556.992274608704
"500",2002,1,0,492.582,0.105,0.668927584,556.992274608704
"502",2002,1,0,457.94,0.442,0.673402016,556.992274608704
"502",2002,1,0,457.94,0.442,0.644971964,556.992274608704
"504",2002,1,0,461.777,1.01,0.421285552,556.992274608704
"505",2002,1,0,499.155,0.378,0.4489248,556.992274608704
"505",2002,1,0,499.155,0.378,0.45973122,556.992274608704
"505",2002,1,0,321.085,1.149,0.642640296,556.992274608704
"516",2002,1,0,704.623,1.13,0.707138048,556.992274608704
"517",2002,1,4.9,749.441,0.095,0.6844992,556.992274608704
"520",2002,1,0,477.847,0.221,0.68574004,556.992274608704
"521",2002,1,0,493.786,0.375,0.658908264,556.992274608704
"527",2002,1,10.9,320.167,0.175,0.67331312,556.992274608704
"528",2002,1,0,344.36,0,0.689568124,556.992274608704
"529",2002,1,0,349.082,0.043,0.680648892,556.992274608704
"532",2002,1,0,317.787,-0.002,0.719120488,556.992274608704
"559",2002,1,0,508.082,0.379,0.596597724,559.301171182358
"561",2002,1,28.2,515.037,0.115,0.602605612,559.301171182358
"562",2002,1,0,401.519,0.325,0.673742784,559.301171182358
"567",2002,1,0,474.898,0.484,0.6711648,559.301171182358
"573",2002,1,0,355.44,0.429,0.692355384,559.301171182358
"578",2002,1,0,481.015,0.54,0.67396132,559.301171182358
"584",2002,1,0,307.011,0.106,0.670588828,559.301171182358
"584",2002,1,0,307.011,0.106,0.662827096,559.301171182358
"585",2002,1,0,292.825,0.178,0.692466504,559.301171182358
"587",2002,1,0,305.358,1.196,0.684617728,559.301171182358
"588",2002,1,0,307.743,0.32,0.727654504,559.301171182358
"591",2002,1,0,255.918,0.116,0.6854715,559.301171182358
"592",2002,1,0,261.24,0.177,0.665012456,559.301171182358
"599",2002,1,4,311.531,0.367,0.59251036,559.301171182358
"600",2002,1,0,354.292,0.777,0.602118536,559.301171182358
"620",2002,1,0,559.244,0.322,0.673402016,561.599161345108
"621",2002,1,103.7,501.615,0.311,0.605604,561.599161345108
"621",2002,1,0,445.05,0.392,0.6406068,561.599161345108
"622",2002,1,0,351.227,0.351,0.639397444,561.599161345108
"622",2002,1,0,403.211,0.649,0.666712592,561.599161345108
"623",2002,1,0,271.309,0.79,0.5933808,561.599161345108
"624",2002,1,0,271.352,1.292,0.541285892,561.599161345108
"624",2002,1,0,271.352,1.292,0.51843036,561.599161345108
"626",2002,1,0,292.385,0.316,0.6911664,561.599161345108
"627",2002,1,0,308.351,0.086,0.6817212,561.599161345108
"634",2002,1,0,309.709,0.192,0.6689424,561.599161345108
"635",2002,1,0,333.135,0.462,0.679533988,561.599161345108
"637",2002,1,0,330.11,0.225,0.702834,561.599161345108
"637",2002,1,0,330.11,0.225,0.6533856,561.599161345108
"639",2002,1,0,381.844,0.219,0.662810428,561.599161345108
"640",2002,1,0,370.669,0.102,0.646086868,561.599161345108
"641",2002,1,0,393.485,0.124,0.675631824,561.599161345108
"642",2002,1,0,409.782,-0.004,0.648511136,561.599161345108
"643",2002,1,0,413.809,0.152,0.45020268,561.599161345108
"647",2002,1,0,352.344,0.003,0.686704932,561.599161345108
"648",2002,1,0,350.336,0.046,0.69583344,561.599161345108
"651",2002,1,0,288.408,0.118,0.566995356,561.599161345108
"651",2002,1,0,280.289,0.108,0.604589104,561.599161345108
"652",2002,1,0,277.773,0.093,0.689660724,561.599161345108
"658",2002,1,0,378.906,0.809,0.6644976,561.599161345108
"660",2002,1,0,493.743,0.414,0.666690368,561.599161345108
"661",2002,1,9.6,528.087,1.141,0.59286224,561.599161345108
"662",2002,1,2.7,500.717,7.155,0.668927584,561.599161345108
"681",2002,1,120.2,634.901,0.033,0.6411624,563.886205296326
"681",2002,1,274.7,639.494,0.234,0.593064108,563.886205296326
"684",2002,1,0,219.198,0.867,0.523845608,563.886205296326
"688",2002,1,0,304.496,0.124,0.709078944,563.886205296326
"689",2002,1,0,371.749,0.127,0.712423656,563.886205296326
"692",2002,1,0,240.048,0.126,0.561156,563.886205296326
"694",2002,1,0,244.734,-0.006,0.5678232,563.886205296326
"695",2002,1,0,281.951,0.55,0.6050484,563.886205296326
"695",2002,1,0,308.314,0.046,0.630606,563.886205296326
"697",2002,1,0,326.544,0.087,0.6550061,563.886205296326
"702",2002,1,0,397.235,0.14,0.678754296,563.886205296326
"703",2002,1,0,450.581,0.172,0.600892512,563.886205296326
"704",2002,1,2.4,490.755,0.228,0.687755016,563.886205296326
"705",2002,1,19.2,511.257,0.108,0.6989448,563.886205296326
"707",2002,1,33.2,513.595,0.125,0.4859648,563.886205296326
"708",2002,1,0,445.416,0.122,0.6711648,563.886205296326
"709",2002,1,0,500.628,0.123,0.7395036,563.886205296326
"710",2002,1,0,500.769,0.253,0.6711648,563.886205296326
"713",2002,1,0,413.931,0.341,0.618214268,563.886205296326
"719",2002,1,1.9,403.622,0.408,0.665003196,563.886205296326
"720",2002,1,19.2,546.838,0.353,0.6419495,563.886205296326
"720",2002,1,0,467.564,0.336,0.708243692,563.886205296326
"720",2002,1,3.6,512.115,0.417,0.6983892,563.886205296326
"722",2002,1,55.2,615.629,0.227,0.680404428,563.886205296326
"742",2002,1,248.7,759.029,1.472,0.634380376,566.162263486694
"742",2002,1,144.6,760.083,2.166,0.4378128,566.162263486694
"744",2002,1,52.5,726.421,1.667,0.683436152,566.162263486694
"746",2002,1,14.9,468.382,1.18,0.66058062,566.162263486694
"748",2002,1,0,306.298,0.791,0.7122792,566.162263486694
"748",2002,1,0,306.298,0.791,0.6928332,566.162263486694
"749",2002,1,18.8,521.667,0.592,0.7033896,566.162263486694
"749",2002,1,0,493.78,0.21,0.690855264,566.162263486694
"750",2002,1,0,474.061,0.362,0.7239468,566.162263486694
"750",2002,1,0,454.407,0.778,0.7161684,566.162263486694
"750",2002,1,0,474.061,0.362,0.7211688,566.162263486694
"752",2002,1,0,404.27,0.18,0.68799948,566.162263486694
"754",2002,1,0,314.072,0.378,0.653444864,566.162263486694
"755",2002,1,0,310.94,0.341,0.65071872,566.162263486694
"757",2002,1,0,369.799,0.1,0.657113676,566.162263486694
"757",2002,1,0,432.799,0.557,0.47089878,566.162263486694
"758",2002,1,0,449.512,0.799,0.694096264,566.162263486694
"759",2002,1,125.7,672.014,2.196,0.6650532,566.162263486694
"761",2002,1,0.9,378.789,0.117,0.647759224,566.162263486694
"764",2002,1,330.4,624.356,0.854,0.6900552,566.162263486694
"765",2002,1,570.2,713.7,0.642,0.69960226,566.162263486694
"765",2002,1,17.4,594.093,0.324,0.7050564,566.162263486694
"768",2002,1,2.5,528.964,0.123,0.668927584,566.162263486694
"768",2002,1,16.6,595.054,0.229,0.49007624,566.162263486694
"771",2002,1,19.5,560.713,0.053,0.689621832,566.162263486694
"772",2002,1,6.5,513.756,0.16,0.7245024,566.162263486694
"774",2002,1,0,484.985,0.342,0.653333744,566.162263486694
"777",2002,1,169.1,742.129,1.229,0.6894996,566.162263486694
"778",2002,1,220.3,688.095,0.997,0.698005836,566.162263486694
"808",2002,1,18.9,791.822,1.057,0.6483852,568.427296617813
"811",2002,1,51.5,800.387,1.431,0.6789432,568.427296617813
"812",2002,1,113.3,783.104,1.72,0.697489128,568.427296617813
"813",2002,1,19.8,518.996,0.709,0.6950556,568.427296617813
"814",2002,1,43.7,692.532,1.653,0.702834,568.427296617813
"814",2002,1,0,452.378,0.801,0.469945,568.427296617813
"816",2002,1,34.8,634.055,1.793,0.716883272,568.427296617813
"816",2002,1,114.3,634.055,1.793,0.704619328,568.427296617813
"817",2002,1,0,850.947,1.339,0.35250968,568.427296617813
"818",2002,1,10.7,850.661,1.836,0.311291568,568.427296617813
"819",2002,1,4.4,902.588,2.026,0.316658664,568.427296617813
"820",2002,1,0,990.621,1.917,0.30558,568.427296617813
"821",2002,1,0,964.173,1.89,0.2828004,568.427296617813
"822",2002,1,2.4,1007.09,1.683,0.306778244,568.427296617813
"823",2002,1,2,1036.07,1.638,0.28857864,568.427296617813
"823",2002,1,2.4,1030.69,1.658,0.30319092,568.427296617813
"824",2002,1,13.2,850.484,1.09,0.33728624,568.427296617813
"825",2002,1,25.5,880.151,1.076,0.32091456,568.427296617813
