"grid","year","effort","catch.kg","depth","slope","swept.area.km2","grid.area.km2"
"497",2000,1,0,353.786,1.061,9.50076,556.992274608704
"497",2000,1,0,568.504,0.117,8.1951,556.992274608704
"497",2000,1,0,492.029,0.463,7.3617,556.992274608704
"497",2000,1,0,445.533,0.51,13.38996,556.992274608704
"497",2000,1,0,482.406,0.579,8.997016,556.992274608704
"497",2000,1,0,306.107,1.177,10.25082,556.992274608704
"497",2000,1,0,400.505,0.281,7.034513334,556.992274608704
"497",2000,1,0,501.499,0.105,7.52838,556.992274608704
"497",2000,1,0,465.875,0.022,9.66744,556.992274608704
"497",2000,1,0,498.922,0.048,8.334,556.992274608704
"497",2000,1,0,498.922,0.048,7.86174,556.992274608704
"497",2000,1,0,452.782,0.451,4.5837,556.992274608704
"497",2000,1,0,445.533,0.51,6.36162,556.992274608704
"497",2000,1,0,377.654,0.749,11.112,556.992274608704
"497",2000,1,0,485.943,0.465,3.77808,556.992274608704
"497",2000,1,0,354.084,0.587,4.4448,556.992274608704
"498",2000,1,0,506.618,0.355,7.9173,556.992274608704
"498",2000,1,0,480.711,0.315,8.334,556.992274608704
"498",2000,1,0,530.242,0.105,6.8061,556.992274608704
"498",2000,1,0,548.394,0.103,6.75054,556.992274608704
"498",2000,1,0,533.185,0.215,7.0839,556.992274608704
"498",2000,1,0,555.435,0,10.1397,556.992274608704
"498",2000,1,0,554.778,0.062,5.77824,556.992274608704
"498",2000,1,0,510.7,0.326,3.8892,556.992274608704
"498",2000,1,0,586.599,0.168,8.16732,556.992274608704
"499",2000,1,0,497.074,0.118,6.72276,556.992274608704
"499",2000,1,0,505.98,0.238,6.6672,556.992274608704
"499",2000,1,0,588.793,0.109,7.9173,556.992274608704
"499",2000,1,0,506.618,0.355,7.5006,556.992274608704
"500",2000,1,0,560.375,0.259,5.0004,556.992274608704
"500",2000,1,0,489.163,0.182,7.6395,556.992274608704
"500",2000,1,0,482.338,0.166,5.0004,556.992274608704
"500",2000,1,0,483.885,0.175,7.52838,556.992274608704
"500",2000,1,0,457.01,0.233,6.8061,556.992274608704
"500",2000,1,0,567.124,0.1,7.61172,556.992274608704
"500",2000,1,0,510.872,0.122,8.334,556.992274608704
"500",2000,1,0,497.377,0.092,8.7507,556.992274608704
"501",2000,1,0,496.286,0.115,5.1856,556.992274608704
"501",2000,1,0,485.861,0.126,5.08374,556.992274608704
"501",2000,1,0,494.309,0.116,8.80626,556.992274608704
"501",2000,1,0,457.203,-0.002,11.14904,556.992274608704
"501",2000,1,0,521.002,0.358,6.50052,556.992274608704
"502",2000,1,0,516.964,0.22,6.91722,556.992274608704
"503",2000,1,0,509.39,0.586,10.2786,556.992274608704
"504",2000,1,0,527.156,2.684,6.6672,556.992274608704
"504",2000,1,0,496.758,0.227,6.6672,556.992274608704
"505",2000,1,0,450.657,0.485,5.0004,556.992274608704
"505",2000,1,0,500.132,1.188,8.16732,556.992274608704
"505",2000,1,0,450.657,0.485,4.3059,556.992274608704
"505",2000,1,0,499.99,10.053,4.7226,556.992274608704
"506",2000,1,0,611.19,0.848,6.8061,556.992274608704
"506",2000,1,0,497.953,-0.003,6.75054,556.992274608704
"506",2000,1,0,499.155,0.378,7.58394,556.992274608704
"506",2000,1,0,501.853,0.144,6.5283,556.992274608704
"506",2000,1,0,508.787,0.749,9.0285,556.992274608704
"507",2000,1,0,534.02,0.35,6.8061,556.992274608704
"507",2000,1,0,525.554,1.709,8.0562,556.992274608704
"507",2000,1,0,508.235,0.353,6.8061,556.992274608704
"507",2000,1,0,540.984,0.24,8.0562,556.992274608704
"507",2000,1,0,508.787,0.749,2.3613,556.992274608704
"508",2000,1,0,508.787,0.749,7.5006,556.992274608704
"508",2000,1,0,534.02,0.35,6.1116,556.992274608704
"509",2000,1,0,641.954,0.433,8.52846,556.992274608704
"518",2000,1,0,597.534,0.94,6.8061,556.992274608704
"520",2000,1,0,603.057,0.199,9.36186,556.992274608704
"528",2000,1,0,384.026,0.149,7.27836,556.992274608704
"530",2000,1,0,483.6,0.17,6.6672,556.992274608704
"530",2000,1,0,459.064,0.149,6.72276,556.992274608704
"531",2000,1,0,283.951,0.215,7.531466666,556.992274608704
"557",2000,1,0,113.749,0.284,6.105426666,559.301171182358
"558",2000,1,0,382.097,0.592,6.77832,559.301171182358
"558",2000,1,0,458.656,0.22,8.229053334,559.301171182358
"558",2000,1,0,477.189,0.31,3.80586,559.301171182358
"558",2000,1,0,435.704,0.826,8.334,559.301171182358
"558",2000,1,0,477.189,0.31,5.0004,559.301171182358
"558",2000,1,0,458.656,0.22,0.86118,559.301171182358
"558",2000,1,0,382.097,0.592,7.7784,559.301171182358
"558",2000,1,0,468.749,0.364,10.05636,559.301171182358
"558",2000,1,0,344.649,0.505,8.334,559.301171182358
"558",2000,1,0,504.446,0.402,8.334,559.301171182358
"558",2000,1,0,519.931,2.763,3.3336,559.301171182358
"558",2000,1,0,392.868,0.452,10.50084,559.301171182358
"558",2000,1,0,435.704,0.826,4.41702,559.301171182358
"558",2000,1,0,452.782,0.451,10.6953,559.301171182358
"558",2000,1,0,344.649,0.505,2.55576,559.301171182358
"558",2000,1,0,379.553,0.313,3.7503,559.301171182358
"558",2000,1,0,417.783,0.576,8.0562,559.301171182358
"558",2000,1,0,435.704,0.826,4.59296,559.301171182358
"558",2000,1,0,417.783,0.576,10.6953,559.301171182358
"558",2000,1,0,465.875,0.022,6.2505,559.301171182358
"558",2000,1,0,492.029,0.463,5.1393,559.301171182358
"558",2000,1,0,458.656,0.22,4.05588,559.301171182358
"558",2000,1,0,492.53,0.514,9.11184,559.301171182358
"558",2000,1,0,547.745,0.214,3.55584,559.301171182358
"558",2000,1,0,417.783,0.576,11.13978,559.301171182358
"558",2000,1,0,492.029,0.463,4.8615,559.301171182358
"558",2000,1,0,344.649,0.505,10.4175,559.301171182358
"559",2000,1,0,568.504,0.117,8.16732,559.301171182358
"559",2000,1,0,525.725,0.456,8.334,559.301171182358
"559",2000,1,0,418.585,0.631,8.63958,559.301171182358
"559",2000,1,0,506.618,0.355,6.6672,559.301171182358
"559",2000,1,0,520.17,0.435,7.7784,559.301171182358
"559",2000,1,0,501.287,0.441,12.02874,559.301171182358
"559",2000,1,0,520.998,0.266,6.1116,559.301171182358
"559",2000,1,0,501.287,0.441,11.05644,559.301171182358
"559",2000,1,0,516.424,0.449,7.6395,559.301171182358
"559",2000,1,0,519.931,2.763,11.83428,559.301171182358
"559",2000,1,0,534.378,-0.011,10.0008,559.301171182358
"559",2000,1,0,530.242,0.105,10.0008,559.301171182358
"559",2000,1,0,508.082,0.379,7.11168,559.301171182358
"559",2000,1,0,516.424,0.449,4.83372,559.301171182358
"559",2000,1,0,530.242,0.105,2.27796,559.301171182358
"559",2000,1,0,525.725,0.456,7.11168,559.301171182358
"559",2000,1,0,533.787,0,7.75062,559.301171182358
"559",2000,1,0,520.17,0.435,3.7503,559.301171182358
"559",2000,1,0,559.244,0.322,4.3059,559.301171182358
"559",2000,1,0,520.998,0.266,8.55624,559.301171182358
"559",2000,1,0,547.745,0.214,6.69498,559.301171182358
"559",2000,1,0,505.365,0.349,6.75054,559.301171182358
"559",2000,1,0,515.482,0.744,11.8065,559.301171182358
"559",2000,1,0,508.082,0.379,10.0008,559.301171182358
"559",2000,1,0,501.287,0.441,7.5006,559.301171182358
"559",2000,1,0,578.422,0.03,7.6395,559.301171182358
"559",2000,1,0,529.967,0.362,8.0562,559.301171182358
"559",2000,1,0,465.875,0.022,8.0562,559.301171182358
"559",2000,1,0,522.526,0.233,7.3617,559.301171182358
"559",2000,1,0,468.749,0.364,7.7784,559.301171182358
"559",2000,1,0,506.618,0.355,10.52862,559.301171182358
"559",2000,1,0,516.424,0.449,8.8896,559.301171182358
"559",2000,1,0,498.922,0.048,6.63942,559.301171182358
"559",2000,1,0,584.921,0.309,11.6676,559.301171182358
"559",2000,1,0,472.008,0.358,10.0008,559.301171182358
"559",2000,1,0,539.757,0.006,8.334,559.301171182358
"559",2000,1,0,377.378,0.543,10.2786,559.301171182358
"559",2000,1,0,516.424,0.449,7.6395,559.301171182358
"559",2000,1,0,498.922,0.048,6.6672,559.301171182358
"559",2000,1,0,510.566,0.282,4.8615,559.301171182358
"560",2000,1,0,515.484,0.399,6.88944,559.301171182358
"560",2000,1,0,532.698,0.258,6.8061,559.301171182358
"560",2000,1,0,522.526,0.233,7.5006,559.301171182358
"560",2000,1,0,530.242,0.105,7.66728,559.301171182358
"560",2000,1,0,534.968,0.108,8.94516,559.301171182358
"560",2000,1,0,505.045,0.453,9.3063,559.301171182358
"560",2000,1,0,490.033,0.117,8.38956,559.301171182358
"561",2000,1,0,459.032,0.142,8.94516,559.301171182358
"561",2000,1,0,511.586,0.204,6.6672,559.301171182358
"561",2000,1,0,505.045,0.453,9.723,559.301171182358
"561",2000,1,0,478.581,0.127,9.290866666,559.301171182358
"561",2000,1,0,478.581,0.127,14.39004,559.301171182358
"561",2000,1,0,505.045,0.453,10.88976,559.301171182358
"561",2000,1,0,505.045,0.453,8.8896,559.301171182358
"561",2000,1,0,487.664,0.086,6.96352,559.301171182358
"561",2000,1,0,487.722,0.173,8.334,559.301171182358
"561",2000,1,0,485.408,0.782,9.85264,559.301171182358
"561",2000,1,0,451.768,0.105,6.3894,559.301171182358
"561",2000,1,0,496.874,0.267,8.11176,559.301171182358
"561",2000,1,0,471.747,0.131,9.98228,559.301171182358
"561",2000,1,0,479.959,0.035,7.56542,559.301171182358
"561",2000,1,0,487.331,0.381,8.6118,559.301171182358
"561",2000,1,0,470.851,0.011,8.11176,559.301171182358
"561",2000,1,0,500.551,0.213,2.78726,559.301171182358
"561",2000,1,0,478.581,0.127,9.87116,559.301171182358
"561",2000,1,0,432.56,0.188,8.91738,559.301171182358
"561",2000,1,0,470.851,0.011,3.00024,559.301171182358
"561",2000,1,0,496.874,0.267,7.9173,559.301171182358
"562",2000,1,0,498.422,0.202,7.90804,559.301171182358
"562",2000,1,0,472.251,-0.006,7.6395,559.301171182358
"563",2000,1,80,473.982,0.08,5.63934,559.301171182358
"566",2000,1,0,498.166,0.167,2.9169,559.301171182358
"569",2000,1,0,496.242,0.15,6.58386,559.301171182358
"570",2000,1,0,536.525,0.414,8.334,559.301171182358
"570",2000,1,0,481.923,0.123,8.22288,559.301171182358
"570",2000,1,0,481.923,0.123,5.0004,559.301171182358
"570",2000,1,0,456.284,0.267,6.6672,559.301171182358
"570",2000,1,0,501.108,0.391,7.52838,559.301171182358
"570",2000,1,0,468.294,0.289,6.6672,559.301171182358
"570",2000,1,0,545.661,0.427,7.52838,559.301171182358
"571",2000,1,0,456.284,0.267,5.61156,559.301171182358
"571",2000,1,0,497.78,0.368,1.61124,559.301171182358
"571",2000,1,0,497.253,1.067,0.4167,559.301171182358
"571",2000,1,0,437.055,0.727,6.6672,559.301171182358
"571",2000,1,0,468.294,0.289,2.0835,559.301171182358
"571",2000,1,0,468.294,0.289,3.3336,559.301171182358
"571",2000,1,0,468.294,0.289,4.5837,559.301171182358
"571",2000,1,0,565.549,0.576,8.41734,559.301171182358
"571",2000,1,0,519.358,0.69,5.75046,559.301171182358
"571",2000,1,0,470.872,0.911,5.0004,559.301171182358
"571",2000,1,0,468.294,0.289,5.2782,559.301171182358
"571",2000,1,0,499.404,0.415,8.00064,559.301171182358
"571",2000,1,0,468.294,0.289,4.4448,559.301171182358
"571",2000,1,0,468.294,0.289,3.3336,559.301171182358
"571",2000,1,0,497.253,1.067,5.0004,559.301171182358
"571",2000,1,0,422.368,0.937,2.3613,559.301171182358
"571",2000,1,0,468.294,0.289,2.5002,559.301171182358
"571",2000,1,0,481.923,0.123,5.58378,559.301171182358
"571",2000,1,0,468.294,0.289,5.9727,559.301171182358
"571",2000,1,0,422.368,0.937,4.50036,559.301171182358
"571",2000,1,0,422.368,0.937,1.6668,559.301171182358
"571",2000,1,0,468.294,0.289,6.86166,559.301171182358
"572",2000,1,0,502.786,0.603,2.0835,559.301171182358
"572",2000,1,0,501.108,0.391,5.16708,559.301171182358
"572",2000,1,0,477.304,0.58,3.63918,559.301171182358
"572",2000,1,0,499.404,0.415,4.0281,559.301171182358
"572",2000,1,0,509.254,1.31,5.44488,559.301171182358
"572",2000,1,0,501.108,0.391,6.5283,559.301171182358
"572",2000,1,0,501.385,0.916,7.2228,559.301171182358
"572",2000,1,0,532.781,0.366,6.6672,559.301171182358
"572",2000,1,0,501.108,0.391,3.1947,559.301171182358
"572",2000,1,0,587.993,0.526,8.334,559.301171182358
"572",2000,1,0,509.254,1.31,2.19462,559.301171182358
"572",2000,1,0,577.193,0.443,6.6672,559.301171182358
"572",2000,1,0,587.993,0.526,8.41734,559.301171182358
"572",2000,1,0,497.253,1.067,6.69498,559.301171182358
"572",2000,1,0,467.378,0.531,6.945,559.301171182358
"572",2000,1,0,528.339,0.215,7.022784,559.301171182358
"573",2000,1,0,501.385,0.916,4.4448,559.301171182358
"573",2000,1,0,421.236,0.278,4.08366,559.301171182358
"573",2000,1,0,477.304,0.58,8.334,559.301171182358
"573",2000,1,0,441.504,0.322,6.5283,559.301171182358
"573",2000,1,0,458.742,0.305,4.167,559.301171182358
"573",2000,1,0,487.554,0.864,6.2505,559.301171182358
"573",2000,1,0,502.786,0.603,6.5283,559.301171182358
"573",2000,1,0,502.786,0.603,7.543813334,559.301171182358
"573",2000,1,0,753.228,1.234,10.1397,559.301171182358
"573",2000,1,0,541.367,0.614,10.1397,559.301171182358
"573",2000,1,0,477.304,0.58,7.0839,559.301171182358
"573",2000,1,0,458.742,0.305,1.6668,559.301171182358
"573",2000,1,0,546.748,0.609,9.03776,559.301171182358
"573",2000,1,0,383.734,0.148,2.3613,559.301171182358
"573",2000,1,0,487.554,0.864,7.72284,559.301171182358
"573",2000,1,0,634.165,0.858,9.27852,559.301171182358
"574",2000,1,0,413.325,0.146,9.11184,559.301171182358
"574",2000,1,0,459.17,0.426,6.6672,559.301171182358
"574",2000,1,0,452.307,0.345,12.2232,559.301171182358
"574",2000,1,0,501.089,0.695,7.58394,559.301171182358
"574",2000,1,0,515.433,0.391,9.4452,559.301171182358
"574",2000,1,0,413.325,0.146,3.7503,559.301171182358
"574",2000,1,0,502.786,0.603,6.72276,559.301171182358
"574",2000,1,0,501.089,0.695,7.58394,559.301171182358
"574",2000,1,0,498.158,0.299,7.7784,559.301171182358
"574",2000,1,0,573.784,0.471,7.3617,559.301171182358
"574",2000,1,0,493.993,0.232,9.0285,559.301171182358
"574",2000,1,0,493.993,0.232,8.72292,559.301171182358
"574",2000,1,0,452.307,0.345,8.0562,559.301171182358
"575",2000,1,0,511.935,0.836,8.334,559.301171182358
"575",2000,1,0,479.358,0.274,6.6672,559.301171182358
"575",2000,1,0,448.259,0.368,8.44512,559.301171182358
"576",2000,1,0,477.117,0.564,6.6672,559.301171182358
"576",2000,1,0,498.158,0.299,6.88944,559.301171182358
"576",2000,1,0,502.079,0.435,5.556,559.301171182358
"576",2000,1,0,504.847,0.884,1.1112,559.301171182358
"576",2000,1,0,498.158,0.299,7.2228,559.301171182358
"577",2000,1,0,515.741,1.035,8.41734,559.301171182358
"577",2000,1,0,514.408,0.491,6.5283,559.301171182358
"577",2000,1,0,539.681,1.095,7.5006,559.301171182358
"578",2000,1,0,501.339,0,4.75038,559.301171182358
"578",2000,1,0,485.149,0.221,3.3336,559.301171182358
"578",2000,1,0,517.619,0.41,6.16716,559.301171182358
"578",2000,1,0,512.69,0.459,8.6118,559.301171182358
"580",2000,1,0,535.487,0.493,6.50052,559.301171182358
"592",2000,1,0,266.068,0.559,2.345866666,559.301171182358
"618",2000,1,0,79.082,0.051,13.53812,561.599161345108
"619",2000,1,0,559.131,2.29,6.3894,561.599161345108
"619",2000,1,0,455.499,0.138,17.5014,561.599161345108
"619",2000,1,0,589.904,1.795,5.0004,561.599161345108
"619",2000,1,0,547.745,0.214,8.1951,561.599161345108
"619",2000,1,0,739.56,3.84,9.77856,561.599161345108
"619",2000,1,0,657.312,4.658,1.6668,561.599161345108
"619",2000,1,0,320.684,2.39,2.5002,561.599161345108
"619",2000,1,0,320.684,2.39,4.3059,561.599161345108
"619",2000,1,0,668.581,0.49,7.2228,561.599161345108
"619",2000,1,0,503.126,3.861,10.5564,561.599161345108
"619",2000,1,0,589.904,1.795,2.3613,561.599161345108
"619",2000,1,0,496.929,1.893,5.77824,561.599161345108
"619",2000,1,0,519.931,2.763,3.30582,561.599161345108
"619",2000,1,0,364.584,2.902,11.8065,561.599161345108
"620",2000,1,0,519.931,2.763,6.75054,561.599161345108
"620",2000,1,0,592.656,0.003,8.13954,561.599161345108
"620",2000,1,0,521.789,0.125,11.6676,561.599161345108
"620",2000,1,0,547.745,0.214,8.50068,561.599161345108
"620",2000,1,0,610.619,1.882,2.2224,561.599161345108
"620",2000,1,0,610.125,0.88,8.0562,561.599161345108
"620",2000,1,0,515.01,0.461,7.7784,561.599161345108
"620",2000,1,0,610.619,1.882,5.1393,561.599161345108
"620",2000,1,0,510.387,0.413,6.72276,561.599161345108
"620",2000,1,0,516.424,0.449,10.0008,561.599161345108
"620",2000,1,0,592.656,0.003,6.945,561.599161345108
"620",2000,1,0,622.951,0.12,8.72292,561.599161345108
"620",2000,1,0,529.967,0.362,10.0008,561.599161345108
"620",2000,1,0,529.967,0.362,8.334,561.599161345108
"620",2000,1,0,574.698,0.065,8.36178,561.599161345108
"620",2000,1,0,515.01,0.461,8.91738,561.599161345108
"620",2000,1,0,602.328,0.108,10.0008,561.599161345108
"620",2000,1,0,510.566,0.282,6.69498,561.599161345108
"620",2000,1,0,565.476,0.093,7.16724,561.599161345108
"620",2000,1,0,739.56,3.84,6.5283,561.599161345108
"620",2000,1,0,610.125,0.88,9.1674,561.599161345108
"620",2000,1,0,631.347,0.471,8.8896,561.599161345108
"620",2000,1,0,542.029,0.057,7.02834,561.599161345108
"620",2000,1,0,641.668,0.109,7.5006,561.599161345108
"620",2000,1,0,592.656,0.003,9.33408,561.599161345108
"620",2000,1,0,584.921,0.309,10.0008,561.599161345108
"620",2000,1,0,665.594,0.229,13.0566,561.599161345108
"620",2000,1,0,659.419,0.011,7.75062,561.599161345108
"620",2000,1,0,508.082,0.379,3.8892,561.599161345108
"620",2000,1,0,610.125,0.88,8.0562,561.599161345108
"620",2000,1,0,547.745,0.214,7.5006,561.599161345108
"620",2000,1,0,515.01,0.461,8.0562,561.599161345108
"620",2000,1,0,500.97,0.205,8.334,561.599161345108
"620",2000,1,0,519.931,2.763,8.25066,561.599161345108
"620",2000,1,0,586.04,0.043,8.7507,561.599161345108
"620",2000,1,0,508.082,0.379,5.1393,561.599161345108
"620",2000,1,0,527.76,0.119,8.4729,561.599161345108
"621",2000,1,0,422.252,0.181,12.00096,561.599161345108
"621",2000,1,0,574.698,0.065,4.36146,561.599161345108
"621",2000,1,0,525.933,0,9.135298666,561.599161345108
"621",2000,1,0,500.551,0.213,13.38996,561.599161345108
"621",2000,1,0,557.926,0.119,12.0843,561.599161345108
"621",2000,1,0,496.99,0.259,7.0839,561.599161345108
"621",2000,1,0,497.917,0.337,5.94492,561.599161345108
"621",2000,1,0,602.328,0.108,10.47306,561.599161345108
"621",2000,1,0,525.933,0,4.88928,561.599161345108
"621",2000,1,0,497.917,0.337,6.3894,561.599161345108
"621",2000,1,0,497.917,0.337,3.72252,561.599161345108
"621",2000,1,0,514.864,0.045,10.02858,561.599161345108
"621",2000,1,0,494.897,0.403,6.69498,561.599161345108
"621",2000,1,0,533.787,0,8.44512,561.599161345108
"621",2000,1,0,515.037,0.115,5.80602,561.599161345108
"622",2000,1,0,505.045,0.453,9.5841,561.599161345108
"622",2000,1,0,485.408,0.782,10.24156,561.599161345108
"622",2000,1,0,490.712,0.782,5.0004,561.599161345108
"622",2000,1,0,496.874,0.267,7.13946,561.599161345108
"622",2000,1,0,470.384,0.684,6.6672,561.599161345108
"631",2000,1,0,418.541,0.712,4.0281,561.599161345108
"632",2000,1,0,429.385,0.393,1.00008,561.599161345108
"632",2000,1,0,429.385,0.393,1.6668,561.599161345108
"679",2000,1,0,500.391,1.272,7.72284,563.886205296326
"679",2000,1,0,260.542,3.965,5.2782,563.886205296326
"679",2000,1,0,712.929,0.832,4.5837,563.886205296326
"679",2000,1,0,610.311,4.074,7.9173,563.886205296326
"679",2000,1,0,600.088,8.957,4.4448,563.886205296326
"679",2000,1,0,595.667,1.015,8.1951,563.886205296326
"679",2000,1,0,600.088,8.957,6.5283,563.886205296326
"680",2000,1,0,610.125,0.88,3.44472,563.886205296326
"680",2000,1,0,696.058,0.419,8.00064,563.886205296326
"680",2000,1,0,704.977,0.3,7.5006,563.886205296326
"680",2000,1,0,709.937,0.414,5.22264,563.886205296326
"680",2000,1,0,725.763,0.258,6.50052,563.886205296326
"680",2000,1,0,696.058,0.419,7.55616,563.886205296326
"680",2000,1,0,697.189,0.261,4.22256,563.886205296326
"680",2000,1,0,610.619,1.882,6.2505,563.886205296326
"680",2000,1,0,742.267,1.167,5.88936,563.886205296326
"680",2000,1,0,697.189,0.261,4.5837,563.886205296326
"680",2000,1,0,668.581,0.49,0.8334,563.886205296326
"680",2000,1,0,690.12,0.269,8.13954,563.886205296326
"680",2000,1,0,725.763,0.258,8.1951,563.886205296326
"680",2000,1,0,743.761,2.172,5.556,563.886205296326
"680",2000,1,0,725.763,0.258,7.9636,563.886205296326
"680",2000,1,0,725.763,0.258,4.7226,563.886205296326
"680",2000,1,0,742.267,1.167,5.0004,563.886205296326
"681",2000,1,0,586.04,0.043,8.69514,563.886205296326
"681",2000,1,0,641.668,0.109,6.86166,563.886205296326
"681",2000,1,0,621.522,0.208,7.2228,563.886205296326
"681",2000,1,0,578.422,0.03,7.38948,563.886205296326
"681",2000,1,0,751.758,0.52,7.6395,563.886205296326
"681",2000,1,0,605.974,0.05,6.33384,563.886205296326
"681",2000,1,0,622.951,0.12,8.0562,563.886205296326
"681",2000,1,0,572.526,0.413,9.8619,563.886205296326
"681",2000,1,0,578.422,0.03,7.0839,563.886205296326
"681",2000,1,0,631.347,0.471,8.334,563.886205296326
"681",2000,1,0,557.926,0.119,7.2228,563.886205296326
