"grid","year","effort","catch.kg","depth","slope","swept.area.km2","grid.area.km2"
"371",2000,1,680,501.855,0.853,8.334,552.341922687103
"371",2000,1,71,394.991,1.182,8.8896,552.341922687103
"371",2000,1,430,477.061,1.418,9.1674,552.341922687103
"371",2000,1,105,511.476,1.386,12.75102,552.341922687103
"371",2000,1,166,361.3,1.519,10.8342,552.341922687103
"372",2000,1,106,378.196,0.554,7.74136,552.341922687103
"372",2000,1,380,366.644,1.402,5.0004,552.341922687103
"373",2000,1,400,831.543,0.795,5.08374,552.341922687103
"433",2000,1,0,226.534,2.593,4.512706666,554.67251167598
"434",2000,1,532,475.329,0.802,8.4729,554.67251167598
"434",2000,1,25,439.886,0.665,9.1674,554.67251167598
"436",2000,1,490,620.08,0.729,5.0004,554.67251167598
"436",2000,1,13,652.742,0.28,2.29648,554.67251167598
"437",2000,1,250,652.742,0.28,4.94484,554.67251167598
"438",2000,1,240,603.491,0.161,7.72284,554.67251167598
"439",2000,1,880,615.692,0.727,3.7503,554.67251167598
"439",2000,1,258,585.474,0.085,6.75054,554.67251167598
"440",2000,1,140,569.766,0.216,7.5006,554.67251167598
"440",2000,1,105,589.771,0.499,7.0839,554.67251167598
"440",2000,1,218,554.985,0.429,8.208064,554.67251167598
"440",2000,1,296,663.436,0.36,7.3617,554.67251167598
"440",2000,1,264,569.766,0.216,7.062293334,554.67251167598
"441",2000,1,314,631.094,0.272,7.55616,554.67251167598
"441",2000,1,108,659.244,0.499,7.44504,554.67251167598
"443",2000,1,108,508,3.41,4.94484,554.67251167598
"443",2000,1,216,531.548,1.319,7.33392,554.67251167598
"445",2000,1,0,526.067,0.781,0.5432533334,554.67251167598
"446",2000,1,170,600.307,1.063,6.91722,554.67251167598
"462",2000,1,60,507.781,4.037,7.61172,554.67251167598
"465",2000,1,45,581.672,1.435,6.3894,554.67251167598
"467",2000,1,144,558.056,0.625,6.69498,554.67251167598
"470",2000,1,250,459.913,0.486,6.72276,554.67251167598
"471",2000,1,150,492.428,0.167,6.97278,554.67251167598
"472",2000,1,0,353.18,2.804,1.3581333334,554.67251167598
"472",2000,1,300,581.517,1.033,9.4452,554.67251167598
"496",2000,1,380,415.316,0.785,7.3617,556.992274608704
"496",2000,1,370,480.711,0.315,6.1116,556.992274608704
"496",2000,1,513,353.786,1.061,4.3059,556.992274608704
"496",2000,1,311,370.051,1.227,10.8342,556.992274608704
"496",2000,1,208,377.654,0.749,9.0285,556.992274608704
"496",2000,1,334,403.344,0.543,3.66696,556.992274608704
"496",2000,1,0,312.84,1.717,0.5556,556.992274608704
"496",2000,1,56,354.084,0.587,4.36146,556.992274608704
"496",2000,1,1057,452.527,0.808,12.9177,556.992274608704
"496",2000,1,13,264.613,1.514,5.2782,556.992274608704
"496",2000,1,139,480.711,0.315,6.5283,556.992274608704
"496",2000,1,30,353.786,1.061,3.0558,556.992274608704
"496",2000,1,220,507.778,0.625,6.482,556.992274608704
"496",2000,1,102,306.107,1.177,9.47298,556.992274608704
"496",2000,1,143,306.107,1.177,10.0008,556.992274608704
"496",2000,1,1117,370.051,1.227,5.4171,556.992274608704
"497",2000,1,380,353.786,1.061,8.97294,556.992274608704
"497",2000,1,1260,503.981,0.45,6.6672,556.992274608704
"497",2000,1,379,498.922,0.048,4.0281,556.992274608704
"497",2000,1,1003,492.747,0.422,5.1393,556.992274608704
"497",2000,1,0,504.446,0.402,1.5279,556.992274608704
"497",2000,1,121,403.344,0.543,8.00064,556.992274608704
"497",2000,1,1544,353.786,1.061,9.0285,556.992274608704
"497",2000,1,95,593.934,0.359,6.945,556.992274608704
"497",2000,1,61,455.499,0.138,5.8338,556.992274608704
"497",2000,1,280,353.786,1.061,9.50076,556.992274608704
"497",2000,1,39,568.504,0.117,8.1951,556.992274608704
"497",2000,1,117,492.029,0.463,7.3617,556.992274608704
"497",2000,1,116,445.533,0.51,13.38996,556.992274608704
"497",2000,1,720,482.406,0.579,8.997016,556.992274608704
"497",2000,1,28,306.107,1.177,10.25082,556.992274608704
"497",2000,1,570,400.505,0.281,7.034513334,556.992274608704
"497",2000,1,694,501.499,0.105,7.52838,556.992274608704
"497",2000,1,55,465.875,0.022,9.66744,556.992274608704
"497",2000,1,988,498.922,0.048,8.334,556.992274608704
"497",2000,1,192,498.922,0.048,7.86174,556.992274608704
"497",2000,1,656,452.782,0.451,4.5837,556.992274608704
"497",2000,1,135,445.533,0.51,6.36162,556.992274608704
"497",2000,1,259,377.654,0.749,11.112,556.992274608704
"497",2000,1,139,485.943,0.465,3.77808,556.992274608704
"497",2000,1,665,354.084,0.587,4.4448,556.992274608704
"498",2000,1,300,506.618,0.355,7.9173,556.992274608704
"498",2000,1,114,480.711,0.315,8.334,556.992274608704
"498",2000,1,48,530.242,0.105,6.8061,556.992274608704
"498",2000,1,130,548.394,0.103,6.75054,556.992274608704
"498",2000,1,300,533.185,0.215,7.0839,556.992274608704
"498",2000,1,626,555.435,0,10.1397,556.992274608704
"498",2000,1,1524,554.778,0.062,5.77824,556.992274608704
"498",2000,1,0,510.7,0.326,3.8892,556.992274608704
"498",2000,1,136,586.599,0.168,8.16732,556.992274608704
"499",2000,1,44,497.074,0.118,6.72276,556.992274608704
"499",2000,1,27,505.98,0.238,6.6672,556.992274608704
"499",2000,1,324,588.793,0.109,7.9173,556.992274608704
"499",2000,1,640,506.618,0.355,7.5006,556.992274608704
"500",2000,1,15,560.375,0.259,5.0004,556.992274608704
"500",2000,1,324,489.163,0.182,7.6395,556.992274608704
"500",2000,1,160,482.338,0.166,5.0004,556.992274608704
"500",2000,1,119,483.885,0.175,7.52838,556.992274608704
"500",2000,1,828,457.01,0.233,6.8061,556.992274608704
"500",2000,1,28,567.124,0.1,7.61172,556.992274608704
"500",2000,1,580,510.872,0.122,8.334,556.992274608704
"500",2000,1,0,497.377,0.092,8.7507,556.992274608704
"501",2000,1,540,496.286,0.115,5.1856,556.992274608704
"501",2000,1,220,485.861,0.126,5.08374,556.992274608704
"501",2000,1,310,494.309,0.116,8.80626,556.992274608704
"501",2000,1,130,457.203,-0.002,11.14904,556.992274608704
"501",2000,1,128,521.002,0.358,6.50052,556.992274608704
"502",2000,1,168,516.964,0.22,6.91722,556.992274608704
"503",2000,1,487,509.39,0.586,10.2786,556.992274608704
"504",2000,1,2160,527.156,2.684,6.6672,556.992274608704
"504",2000,1,938,496.758,0.227,6.6672,556.992274608704
"505",2000,1,1632,450.657,0.485,5.0004,556.992274608704
"505",2000,1,70,500.132,1.188,8.16732,556.992274608704
"505",2000,1,112,450.657,0.485,4.3059,556.992274608704
"505",2000,1,240,499.99,10.053,4.7226,556.992274608704
"506",2000,1,76,611.19,0.848,6.8061,556.992274608704
"506",2000,1,188,497.953,-0.003,6.75054,556.992274608704
"506",2000,1,92,499.155,0.378,7.58394,556.992274608704
"506",2000,1,540,501.853,0.144,6.5283,556.992274608704
"506",2000,1,112,508.787,0.749,9.0285,556.992274608704
"507",2000,1,124,534.02,0.35,6.8061,556.992274608704
"507",2000,1,100,525.554,1.709,8.0562,556.992274608704
"507",2000,1,122,508.235,0.353,6.8061,556.992274608704
"507",2000,1,1211,540.984,0.24,8.0562,556.992274608704
"507",2000,1,827,508.787,0.749,2.3613,556.992274608704
"508",2000,1,89,508.787,0.749,7.5006,556.992274608704
"508",2000,1,328,534.02,0.35,6.1116,556.992274608704
"509",2000,1,230,641.954,0.433,8.52846,556.992274608704
"518",2000,1,40,597.534,0.94,6.8061,556.992274608704
"520",2000,1,30,603.057,0.199,9.36186,556.992274608704
"528",2000,1,112,384.026,0.149,7.27836,556.992274608704
"530",2000,1,80,483.6,0.17,6.6672,556.992274608704
"530",2000,1,90,459.064,0.149,6.72276,556.992274608704
"531",2000,1,0,283.951,0.215,7.531466666,556.992274608704
"557",2000,1,0,113.749,0.284,6.105426666,559.301171182358
"558",2000,1,493,382.097,0.592,6.77832,559.301171182358
"558",2000,1,0,458.656,0.22,8.229053334,559.301171182358
"558",2000,1,194,477.189,0.31,3.80586,559.301171182358
"558",2000,1,473,435.704,0.826,8.334,559.301171182358
"558",2000,1,9,477.189,0.31,5.0004,559.301171182358
"558",2000,1,325,458.656,0.22,0.86118,559.301171182358
"558",2000,1,854,382.097,0.592,7.7784,559.301171182358
"558",2000,1,97,468.749,0.364,10.05636,559.301171182358
"558",2000,1,241,344.649,0.505,8.334,559.301171182358
"558",2000,1,196,504.446,0.402,8.334,559.301171182358
"558",2000,1,346,519.931,2.763,3.3336,559.301171182358
"558",2000,1,53,392.868,0.452,10.50084,559.301171182358
"558",2000,1,132,435.704,0.826,4.41702,559.301171182358
"558",2000,1,254,452.782,0.451,10.6953,559.301171182358
"558",2000,1,190,344.649,0.505,2.55576,559.301171182358
"558",2000,1,149,379.553,0.313,3.7503,559.301171182358
"558",2000,1,500,417.783,0.576,8.0562,559.301171182358
"558",2000,1,32,435.704,0.826,4.59296,559.301171182358
"558",2000,1,224,417.783,0.576,10.6953,559.301171182358
"558",2000,1,1216,465.875,0.022,6.2505,559.301171182358
"558",2000,1,261,492.029,0.463,5.1393,559.301171182358
"558",2000,1,162,458.656,0.22,4.05588,559.301171182358
"558",2000,1,782,492.53,0.514,9.11184,559.301171182358
"558",2000,1,113,547.745,0.214,3.55584,559.301171182358
"558",2000,1,143,417.783,0.576,11.13978,559.301171182358
"558",2000,1,969,492.029,0.463,4.8615,559.301171182358
"558",2000,1,194,344.649,0.505,10.4175,559.301171182358
"559",2000,1,270,568.504,0.117,8.16732,559.301171182358
"559",2000,1,154,525.725,0.456,8.334,559.301171182358
"559",2000,1,457,418.585,0.631,8.63958,559.301171182358
"559",2000,1,162,506.618,0.355,6.6672,559.301171182358
"559",2000,1,461,520.17,0.435,7.7784,559.301171182358
"559",2000,1,96,501.287,0.441,12.02874,559.301171182358
"559",2000,1,595,520.998,0.266,6.1116,559.301171182358
"559",2000,1,135,501.287,0.441,11.05644,559.301171182358
"559",2000,1,132,516.424,0.449,7.6395,559.301171182358
"559",2000,1,85,519.931,2.763,11.83428,559.301171182358
"559",2000,1,497,534.378,-0.011,10.0008,559.301171182358
"559",2000,1,397,530.242,0.105,10.0008,559.301171182358
"559",2000,1,32,508.082,0.379,7.11168,559.301171182358
"559",2000,1,12,516.424,0.449,4.83372,559.301171182358
"559",2000,1,7,530.242,0.105,2.27796,559.301171182358
"559",2000,1,120,525.725,0.456,7.11168,559.301171182358
"559",2000,1,308,533.787,0,7.75062,559.301171182358
"559",2000,1,115,520.17,0.435,3.7503,559.301171182358
"559",2000,1,1242,559.244,0.322,4.3059,559.301171182358
"559",2000,1,638,520.998,0.266,8.55624,559.301171182358
"559",2000,1,264,547.745,0.214,6.69498,559.301171182358
"559",2000,1,396,505.365,0.349,6.75054,559.301171182358
"559",2000,1,73,515.482,0.744,11.8065,559.301171182358
"559",2000,1,297,508.082,0.379,10.0008,559.301171182358
"559",2000,1,438,501.287,0.441,7.5006,559.301171182358
"559",2000,1,273,578.422,0.03,7.6395,559.301171182358
"559",2000,1,222,529.967,0.362,8.0562,559.301171182358
"559",2000,1,724,465.875,0.022,8.0562,559.301171182358
"559",2000,1,54,522.526,0.233,7.3617,559.301171182358
"559",2000,1,22,468.749,0.364,7.7784,559.301171182358
"559",2000,1,869,506.618,0.355,10.52862,559.301171182358
"559",2000,1,180,516.424,0.449,8.8896,559.301171182358
"559",2000,1,176,498.922,0.048,6.63942,559.301171182358
"559",2000,1,345,584.921,0.309,11.6676,559.301171182358
"559",2000,1,687,472.008,0.358,10.0008,559.301171182358
"559",2000,1,461,539.757,0.006,8.334,559.301171182358
"559",2000,1,80,377.378,0.543,10.2786,559.301171182358
"559",2000,1,120,516.424,0.449,7.6395,559.301171182358
"559",2000,1,186,498.922,0.048,6.6672,559.301171182358
"559",2000,1,143,510.566,0.282,4.8615,559.301171182358
"560",2000,1,192,515.484,0.399,6.88944,559.301171182358
"560",2000,1,80,532.698,0.258,6.8061,559.301171182358
"560",2000,1,169,522.526,0.233,7.5006,559.301171182358
"560",2000,1,222,530.242,0.105,7.66728,559.301171182358
"560",2000,1,42,534.968,0.108,8.94516,559.301171182358
"560",2000,1,332,505.045,0.453,9.3063,559.301171182358
"560",2000,1,116,490.033,0.117,8.38956,559.301171182358
"561",2000,1,360,459.032,0.142,8.94516,559.301171182358
"561",2000,1,1500,511.586,0.204,6.6672,559.301171182358
"561",2000,1,420,505.045,0.453,9.723,559.301171182358
"561",2000,1,7,478.581,0.127,9.290866666,559.301171182358
"561",2000,1,50,478.581,0.127,14.39004,559.301171182358
"561",2000,1,80,505.045,0.453,10.88976,559.301171182358
"561",2000,1,80,505.045,0.453,8.8896,559.301171182358
"561",2000,1,29,487.664,0.086,6.96352,559.301171182358
"561",2000,1,98,487.722,0.173,8.334,559.301171182358
"561",2000,1,285,485.408,0.782,9.85264,559.301171182358
"561",2000,1,39,451.768,0.105,6.3894,559.301171182358
"561",2000,1,98,496.874,0.267,8.11176,559.301171182358
"561",2000,1,180,471.747,0.131,9.98228,559.301171182358
"561",2000,1,120,479.959,0.035,7.56542,559.301171182358
"561",2000,1,874,487.331,0.381,8.6118,559.301171182358
"561",2000,1,51,470.851,0.011,8.11176,559.301171182358
"561",2000,1,4,500.551,0.213,2.78726,559.301171182358
"561",2000,1,240,478.581,0.127,9.87116,559.301171182358
"561",2000,1,714,432.56,0.188,8.91738,559.301171182358
"561",2000,1,86,470.851,0.011,3.00024,559.301171182358
"561",2000,1,787,496.874,0.267,7.9173,559.301171182358
"562",2000,1,280,498.422,0.202,7.90804,559.301171182358
"562",2000,1,410,472.251,-0.006,7.6395,559.301171182358
"563",2000,1,110,473.982,0.08,5.63934,559.301171182358
"566",2000,1,85,498.166,0.167,2.9169,559.301171182358
"569",2000,1,689,496.242,0.15,6.58386,559.301171182358
"570",2000,1,620,536.525,0.414,8.334,559.301171182358
"570",2000,1,693,481.923,0.123,8.22288,559.301171182358
"570",2000,1,86,481.923,0.123,5.0004,559.301171182358
"570",2000,1,570,456.284,0.267,6.6672,559.301171182358
"570",2000,1,360,501.108,0.391,7.52838,559.301171182358
"570",2000,1,570,468.294,0.289,6.6672,559.301171182358
"570",2000,1,146,545.661,0.427,7.52838,559.301171182358
"571",2000,1,120,456.284,0.267,5.61156,559.301171182358
"571",2000,1,482,497.78,0.368,1.61124,559.301171182358
"571",2000,1,122,497.253,1.067,0.4167,559.301171182358
"571",2000,1,120,437.055,0.727,6.6672,559.301171182358
"571",2000,1,362,468.294,0.289,2.0835,559.301171182358
"571",2000,1,468,468.294,0.289,3.3336,559.301171182358
"571",2000,1,160,468.294,0.289,4.5837,559.301171182358
"571",2000,1,225,565.549,0.576,8.41734,559.301171182358
"571",2000,1,814,519.358,0.69,5.75046,559.301171182358
"571",2000,1,120,470.872,0.911,5.0004,559.301171182358
"571",2000,1,992,468.294,0.289,5.2782,559.301171182358
"571",2000,1,0,499.404,0.415,8.00064,559.301171182358
"571",2000,1,510,468.294,0.289,4.4448,559.301171182358
"571",2000,1,102,468.294,0.289,3.3336,559.301171182358
"571",2000,1,276,497.253,1.067,5.0004,559.301171182358
"571",2000,1,320,422.368,0.937,2.3613,559.301171182358
"571",2000,1,431,468.294,0.289,2.5002,559.301171182358
"571",2000,1,480,481.923,0.123,5.58378,559.301171182358
"571",2000,1,184,468.294,0.289,5.9727,559.301171182358
"571",2000,1,166,422.368,0.937,4.50036,559.301171182358
"571",2000,1,60,422.368,0.937,1.6668,559.301171182358
"571",2000,1,169,468.294,0.289,6.86166,559.301171182358
"572",2000,1,16,502.786,0.603,2.0835,559.301171182358
"572",2000,1,286,501.108,0.391,5.16708,559.301171182358
"572",2000,1,0,477.304,0.58,3.63918,559.301171182358
"572",2000,1,230,499.404,0.415,4.0281,559.301171182358
"572",2000,1,581,509.254,1.31,5.44488,559.301171182358
"572",2000,1,108,501.108,0.391,6.5283,559.301171182358
"572",2000,1,189,501.385,0.916,7.2228,559.301171182358
"572",2000,1,262,532.781,0.366,6.6672,559.301171182358
"572",2000,1,47,501.108,0.391,3.1947,559.301171182358
"572",2000,1,300,587.993,0.526,8.334,559.301171182358
"572",2000,1,20,509.254,1.31,2.19462,559.301171182358
"572",2000,1,122,577.193,0.443,6.6672,559.301171182358
"572",2000,1,700,587.993,0.526,8.41734,559.301171182358
"572",2000,1,860,497.253,1.067,6.69498,559.301171182358
"572",2000,1,193,467.378,0.531,6.945,559.301171182358
"572",2000,1,430,528.339,0.215,7.022784,559.301171182358
"573",2000,1,984,501.385,0.916,4.4448,559.301171182358
"573",2000,1,310,421.236,0.278,4.08366,559.301171182358
"573",2000,1,322,477.304,0.58,8.334,559.301171182358
"573",2000,1,626,441.504,0.322,6.5283,559.301171182358
"573",2000,1,120,458.742,0.305,4.167,559.301171182358
"573",2000,1,74,487.554,0.864,6.2505,559.301171182358
"573",2000,1,151,502.786,0.603,6.5283,559.301171182358
"573",2000,1,108,502.786,0.603,7.543813334,559.301171182358
"573",2000,1,1131,753.228,1.234,10.1397,559.301171182358
"573",2000,1,430,541.367,0.614,10.1397,559.301171182358
"573",2000,1,1074,477.304,0.58,7.0839,559.301171182358
"573",2000,1,120,458.742,0.305,1.6668,559.301171182358
"573",2000,1,968,546.748,0.609,9.03776,559.301171182358
"573",2000,1,92,383.734,0.148,2.3613,559.301171182358
"573",2000,1,250,487.554,0.864,7.72284,559.301171182358
"573",2000,1,160,634.165,0.858,9.27852,559.301171182358
"574",2000,1,604,413.325,0.146,9.11184,559.301171182358
"574",2000,1,66,459.17,0.426,6.6672,559.301171182358
"574",2000,1,264,452.307,0.345,12.2232,559.301171182358
"574",2000,1,25,501.089,0.695,7.58394,559.301171182358
"574",2000,1,512,515.433,0.391,9.4452,559.301171182358
"574",2000,1,80,413.325,0.146,3.7503,559.301171182358
"574",2000,1,168,502.786,0.603,6.72276,559.301171182358
"574",2000,1,172,501.089,0.695,7.58394,559.301171182358
"574",2000,1,93,498.158,0.299,7.7784,559.301171182358
"574",2000,1,54,573.784,0.471,7.3617,559.301171182358
"574",2000,1,122,493.993,0.232,9.0285,559.301171182358
"574",2000,1,484,493.993,0.232,8.72292,559.301171182358
"574",2000,1,402,452.307,0.345,8.0562,559.301171182358
"575",2000,1,364,511.935,0.836,8.334,559.301171182358
"575",2000,1,90,479.358,0.274,6.6672,559.301171182358
"575",2000,1,366,448.259,0.368,8.44512,559.301171182358
"576",2000,1,220,477.117,0.564,6.6672,559.301171182358
"576",2000,1,45,498.158,0.299,6.88944,559.301171182358
"576",2000,1,452,502.079,0.435,5.556,559.301171182358
"576",2000,1,0,504.847,0.884,1.1112,559.301171182358
"576",2000,1,112,498.158,0.299,7.2228,559.301171182358
"577",2000,1,304,515.741,1.035,8.41734,559.301171182358
"577",2000,1,174,514.408,0.491,6.5283,559.301171182358
"577",2000,1,24,539.681,1.095,7.5006,559.301171182358
"578",2000,1,980,501.339,0,4.75038,559.301171182358
"578",2000,1,320,485.149,0.221,3.3336,559.301171182358
"578",2000,1,180,517.619,0.41,6.16716,559.301171182358
"578",2000,1,684,512.69,0.459,8.6118,559.301171182358
"580",2000,1,242,535.487,0.493,6.50052,559.301171182358
"592",2000,1,0,266.068,0.559,2.345866666,559.301171182358
"618",2000,1,0,79.082,0.051,13.53812,561.599161345108
"619",2000,1,0,559.131,2.29,6.3894,561.599161345108
"619",2000,1,211,455.499,0.138,17.5014,561.599161345108
"619",2000,1,380,589.904,1.795,5.0004,561.599161345108
"619",2000,1,89,547.745,0.214,8.1951,561.599161345108
"619",2000,1,512,739.56,3.84,9.77856,561.599161345108
"619",2000,1,14,657.312,4.658,1.6668,561.599161345108
"619",2000,1,51,320.684,2.39,2.5002,561.599161345108
"619",2000,1,194,320.684,2.39,4.3059,561.599161345108
"619",2000,1,127,668.581,0.49,7.2228,561.599161345108
"619",2000,1,528,503.126,3.861,10.5564,561.599161345108
"619",2000,1,164,589.904,1.795,2.3613,561.599161345108
"619",2000,1,200,496.929,1.893,5.77824,561.599161345108
"619",2000,1,18,519.931,2.763,3.30582,561.599161345108
"619",2000,1,225,364.584,2.902,11.8065,561.599161345108
"620",2000,1,767,519.931,2.763,6.75054,561.599161345108
"620",2000,1,217,592.656,0.003,8.13954,561.599161345108
"620",2000,1,45,521.789,0.125,11.6676,561.599161345108
"620",2000,1,135,547.745,0.214,8.50068,561.599161345108
"620",2000,1,3,610.619,1.882,2.2224,561.599161345108
"620",2000,1,0,610.125,0.88,8.0562,561.599161345108
"620",2000,1,12,515.01,0.461,7.7784,561.599161345108
"620",2000,1,45,610.619,1.882,5.1393,561.599161345108
"620",2000,1,285,510.387,0.413,6.72276,561.599161345108
"620",2000,1,624,516.424,0.449,10.0008,561.599161345108
"620",2000,1,59,592.656,0.003,6.945,561.599161345108
"620",2000,1,912,622.951,0.12,8.72292,561.599161345108
"620",2000,1,130,529.967,0.362,10.0008,561.599161345108
"620",2000,1,359,529.967,0.362,8.334,561.599161345108
"620",2000,1,365,574.698,0.065,8.36178,561.599161345108
"620",2000,1,237,515.01,0.461,8.91738,561.599161345108
"620",2000,1,71,602.328,0.108,10.0008,561.599161345108
"620",2000,1,269,510.566,0.282,6.69498,561.599161345108
"620",2000,1,1668,565.476,0.093,7.16724,561.599161345108
"620",2000,1,354,739.56,3.84,6.5283,561.599161345108
"620",2000,1,557,610.125,0.88,9.1674,561.599161345108
"620",2000,1,32,631.347,0.471,8.8896,561.599161345108
"620",2000,1,85,542.029,0.057,7.02834,561.599161345108
"620",2000,1,359,641.668,0.109,7.5006,561.599161345108
"620",2000,1,107,592.656,0.003,9.33408,561.599161345108
"620",2000,1,86,584.921,0.309,10.0008,561.599161345108
"620",2000,1,66,665.594,0.229,13.0566,561.599161345108
"620",2000,1,187,659.419,0.011,7.75062,561.599161345108
"620",2000,1,115,508.082,0.379,3.8892,561.599161345108
"620",2000,1,123,610.125,0.88,8.0562,561.599161345108
"620",2000,1,238,547.745,0.214,7.5006,561.599161345108
"620",2000,1,196,515.01,0.461,8.0562,561.599161345108
"620",2000,1,423,500.97,0.205,8.334,561.599161345108
"620",2000,1,215,519.931,2.763,8.25066,561.599161345108
"620",2000,1,15,586.04,0.043,8.7507,561.599161345108
"620",2000,1,636,508.082,0.379,5.1393,561.599161345108
"620",2000,1,88,527.76,0.119,8.4729,561.599161345108
"621",2000,1,38,422.252,0.181,12.00096,561.599161345108
"621",2000,1,38,574.698,0.065,4.36146,561.599161345108
"621",2000,1,204,525.933,0,9.135298666,561.599161345108
"621",2000,1,700,500.551,0.213,13.38996,561.599161345108
"621",2000,1,77,557.926,0.119,12.0843,561.599161345108
"621",2000,1,856,496.99,0.259,7.0839,561.599161345108
"621",2000,1,113,497.917,0.337,5.94492,561.599161345108
"621",2000,1,295,602.328,0.108,10.47306,561.599161345108
"621",2000,1,56,525.933,0,4.88928,561.599161345108
"621",2000,1,858,497.917,0.337,6.3894,561.599161345108
"621",2000,1,48,497.917,0.337,3.72252,561.599161345108
"621",2000,1,363,514.864,0.045,10.02858,561.599161345108
"621",2000,1,741,494.897,0.403,6.69498,561.599161345108
"621",2000,1,721,533.787,0,8.44512,561.599161345108
"621",2000,1,909,515.037,0.115,5.80602,561.599161345108
"622",2000,1,608,505.045,0.453,9.5841,561.599161345108
"622",2000,1,180,485.408,0.782,10.24156,561.599161345108
"622",2000,1,33,490.712,0.782,5.0004,561.599161345108
"622",2000,1,242,496.874,0.267,7.13946,561.599161345108
"622",2000,1,27,470.384,0.684,6.6672,561.599161345108
"631",2000,1,981,418.541,0.712,4.0281,561.599161345108
"632",2000,1,64,429.385,0.393,1.00008,561.599161345108
"632",2000,1,322,429.385,0.393,1.6668,561.599161345108
"679",2000,1,411,500.391,1.272,7.72284,563.886205296326
"679",2000,1,36,260.542,3.965,5.2782,563.886205296326
"679",2000,1,151,712.929,0.832,4.5837,563.886205296326
"679",2000,1,214,610.311,4.074,7.9173,563.886205296326
"679",2000,1,24,600.088,8.957,4.4448,563.886205296326
"679",2000,1,438,595.667,1.015,8.1951,563.886205296326
"679",2000,1,428,600.088,8.957,6.5283,563.886205296326
"680",2000,1,15,610.125,0.88,3.44472,563.886205296326
"680",2000,1,113,696.058,0.419,8.00064,563.886205296326
"680",2000,1,43,704.977,0.3,7.5006,563.886205296326
"680",2000,1,232,709.937,0.414,5.22264,563.886205296326
"680",2000,1,33,725.763,0.258,6.50052,563.886205296326
"680",2000,1,683,696.058,0.419,7.55616,563.886205296326
"680",2000,1,183,697.189,0.261,4.22256,563.886205296326
"680",2000,1,209,610.619,1.882,6.2505,563.886205296326
"680",2000,1,683,742.267,1.167,5.88936,563.886205296326
"680",2000,1,156,697.189,0.261,4.5837,563.886205296326
"680",2000,1,4,668.581,0.49,0.8334,563.886205296326
"680",2000,1,127,690.12,0.269,8.13954,563.886205296326
"680",2000,1,13,725.763,0.258,8.1951,563.886205296326
"680",2000,1,34,743.761,2.172,5.556,563.886205296326
"680",2000,1,256,725.763,0.258,7.9636,563.886205296326
"680",2000,1,309,725.763,0.258,4.7226,563.886205296326
"680",2000,1,100,742.267,1.167,5.0004,563.886205296326
"681",2000,1,296,586.04,0.043,8.69514,563.886205296326
"681",2000,1,82,641.668,0.109,6.86166,563.886205296326
"681",2000,1,247,621.522,0.208,7.2228,563.886205296326
"681",2000,1,260,578.422,0.03,7.38948,563.886205296326
"681",2000,1,558,751.758,0.52,7.6395,563.886205296326
"681",2000,1,320,605.974,0.05,6.33384,563.886205296326
"681",2000,1,112,622.951,0.12,8.0562,563.886205296326
"681",2000,1,1375,572.526,0.413,9.8619,563.886205296326
"681",2000,1,131,578.422,0.03,7.0839,563.886205296326
"681",2000,1,0,631.347,0.471,8.334,563.886205296326
"681",2000,1,80,557.926,0.119,7.2228,563.886205296326
